# i       xs       ys     ths  m1  m2      nxs      nys     coef       ns
351   -2.200   -3.616    0.70   2   1    -0.15    -0.99    0.002    45.96
352   -2.109   -3.629    0.70   2   1    -0.14    -0.99    0.002    46.09
353   -2.017   -3.642    0.71   2   1    -0.14    -0.99    0.002    46.21
354   -1.926   -3.655    0.71   2   1    -0.13    -0.99    0.002    46.32
355   -1.834   -3.667    0.71   2   1    -0.12    -0.99    0.002    46.43
356   -1.741   -3.678    0.71   2   1    -0.12    -0.99    0.002    46.54
357   -1.649   -3.688    0.71   2   1    -0.11    -0.99    0.002    46.64
358   -1.556   -3.698    0.72   2   1    -0.10    -0.99    0.002    46.73
359   -1.463   -3.708    0.72   2   1    -0.10    -1.00    0.002    46.82
360   -1.370   -3.717    0.72   2   1    -0.09    -1.00    0.002    46.91
361   -1.276   -3.725    0.72   2   1    -0.09    -1.00    0.002    46.98
362   -1.182   -3.733    0.72   2   1    -0.08    -1.00    0.002    47.06
363   -1.089   -3.740    0.73   2   1    -0.07    -1.00    0.002    47.12
364   -0.994   -3.747    0.73   2   1    -0.07    -1.00    0.002    47.18
365   -0.900   -3.753    0.73   2   1    -0.06    -1.00    0.002    47.24
366   -0.806   -3.758    0.73   2   1    -0.05    -1.00    0.002    47.29
367   -0.711   -3.763    0.73   2   1    -0.05    -1.00    0.002    47.34
368   -0.617   -3.767    0.74   2   1    -0.04    -1.00    0.002    47.38
369   -0.522   -3.770    0.74   2   1    -0.03    -1.00    0.002    47.41
370   -0.427   -3.773    0.74   2   1    -0.03    -1.00    0.002    47.44
371   -0.332   -3.776    0.74   2   1    -0.02    -1.00    0.002    47.46
372   -0.237   -3.778    0.74   2   1    -0.02    -1.00    0.002    47.48
373   -0.142   -3.779    0.75   2   1    -0.01    -1.00    0.002    47.49
374   -0.047   -3.779    0.75   2   1    -0.00    -1.00    0.002    47.49
375    0.047   -3.779    0.75   2   1     0.00    -1.00    0.002    47.49
376    0.142   -3.779    0.75   2   1     0.01    -1.00    0.002    47.49
377    0.237   -3.778    0.76   2   1     0.02    -1.00    0.002    47.48
378    0.332   -3.776    0.76   2   1     0.02    -1.00    0.002    47.46
379    0.427   -3.773    0.76   2   1     0.03    -1.00    0.002    47.44
